26.875,5.0093023255813955,0.25116279069767444,1.1348837209302325,2.0,857,210.5686274509804,49.0,0.4604651162790698,0.027906976744186046,0.13953488372093023,0.09767441860465116,0.018604651162790697,0.10697674418604651,0.05116279069767442,0.09767441860465116,2.0
34.0,6.764705882352941,0.23529411764705882,1.1470588235294117,2.0,639,285.7826086956522,243.0,0.6764705882352942,0.0,0.0,0.29411764705882354,0.0,0.0,0.0,0.029411764705882353,1.0
13.625,5.821100917431193,0.5137614678899083,1.201834862385321,3.0,905,253.95555555555555,79.0,0.555045871559633,0.04128440366972477,0.10550458715596331,0.1651376146788991,0.013761467889908258,0.0045871559633027525,0.013761467889908258,0.10091743119266056,1.0
18.0,9.944444444444445,0.8888888888888888,1.1111111111111112,2.0,1047,295.9166666666667,170.0,0.6111111111111112,0.05555555555555555,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,1.0
18.5,11.594594594594595,0.7837837837837838,1.135135135135135,2.0,561,295.04545454545456,346.0,0.6486486486486487,0.02702702702702703,0.10810810810810811,0.05405405405405406,0.0,0.05405405405405406,0.0,0.10810810810810811,1.0
13.5,9.37037037037037,0.8518518518518519,1.2222222222222223,2.0,662,231.57142857142858,75.0,0.5185185185185185,0.037037037037037035,0.18518518518518517,0.07407407407407407,0.037037037037037035,0.07407407407407407,0.0,0.07407407407407407,1.0
25.0,9.2,0.92,1.24,2.0,988,231.8235294117647,88.0,0.56,0.08,0.04,0.12,0.0,0.0,0.0,0.2,1.0
10.5,5.238095238095238,0.8571428571428571,1.3333333333333333,2.0,859,368.38461538461536,369.0,0.6190476190476191,0.0,0.23809523809523808,0.09523809523809523,0.0,0.0,0.0,0.047619047619047616,1.0
8.5,8.094117647058823,0.49411764705882355,1.188235294117647,2.0,685,305.2830188679245,243.0,0.6941176470588235,0.0,0.07058823529411765,0.16470588235294117,0.0,0.023529411764705882,0.011764705882352941,0.03529411764705882,1.0
11.833333333333334,8.183098591549296,0.38028169014084506,1.1971830985915493,2.0,639,306.219512195122,243.0,0.704225352112676,0.014084507042253521,0.056338028169014086,0.19718309859154928,0.014084507042253521,0.0,0.0,0.014084507042253521,1.0
17.2,10.63953488372093,0.7790697674418605,1.3255813953488371,3.0,923,315.05357142857144,211.0,0.6511627906976745,0.06976744186046512,0.13953488372093023,0.08139534883720931,0.0,0.03488372093023256,0.0,0.023255813953488372,1.0
15.75,8.80952380952381,0.47619047619047616,1.1587301587301588,2.0,688,310.83720930232556,243.0,0.5873015873015873,0.015873015873015872,0.14285714285714285,0.1746031746031746,0.015873015873015872,0.015873015873015872,0.047619047619047616,0.0,1.0
9.0,9.055555555555555,0.9444444444444444,1.1111111111111112,2.0,1008,337.5,103.0,0.4444444444444444,0.0,0.16666666666666666,0.16666666666666666,0.0,0.05555555555555555,0.05555555555555555,0.1111111111111111,1.0
14.0,5.142857142857143,0.9285714285714286,1.0714285714285714,2.0,747,249.33333333333334,13.0,0.5,0.07142857142857142,0.14285714285714285,0.21428571428571427,0.0,0.0,0.0,0.07142857142857142,1.0
14.75,9.635593220338983,0.7796610169491526,1.2457627118644068,4.0,1033,277.96,161.0,0.5169491525423728,0.05084745762711865,0.15254237288135594,0.13559322033898305,0.0,0.00847457627118644,0.00847457627118644,0.1271186440677966,2.0
14.1,5.6453900709219855,0.6808510638297872,1.1843971631205674,3.0,886,217.9142857142857,72.0,0.4326241134751773,0.07801418439716312,0.12056737588652482,0.16312056737588654,0.0,0.04964539007092199,0.02127659574468085,0.1276595744680851,2.0
